;Particle;Position;Coordinates;Saturated;Intensity;Fluorescence time series;Fluorescence rate;Fluorescence increase;Saturated rate;Fluorescence rate err
247;248;0;(82.29629629629629, 936.957671957672);0;31421.750000000007;"[ -270.75    270.125   385.875  -364.625   -16.375  4429.875  4497.75
  6726.75   6861.5    9562.125 12433.75  14264.5    8234.375  9417.875
 10217.5   12588.25  13867.25  13017.5   15681.375 15074.    13340.625
 13269.75  14383.375]";2.717615128606634;14604.429748130238;0.0;0.7602122241696487
248;249;0;(83.05641025641026, 42.94358974358974);0;11320.333333333332;"[  37.38888889  256.94444444  198.44444444  342.83333333  368.44444444
  296.72222222  925.61111111 -433.72222222 -687.88888889  -92.77777778
 -663.61111111 -309.16666667 2862.83333333 3109.72222222 3565.94444444
 5235.27777778 1845.         4895.83333333 4539.38888889 5040.33333333
 4905.27777778 5914.22222222 7168.77777778]";2.6714652623169974;6547.043494122751;0.0;1.2306405863271372
249;250;0;(83.85798816568047, 174.5207100591716);0;80886.86486486485;"[ -292.47747748  -168.96396396  -184.40540541   -80.52252252
   697.96396396  6048.2972973  15052.44144144 19822.66666667
 21489.0990991  20832.8018018  24480.1981982  25991.15315315
 22962.01801802 24392.91891892 27372.05405405 27454.83783784
 25064.73873874 23883.04504505 26799.90990991 26201.89189189
 23442.68468468 23671.18918919 29260.15315315]";1.668486483871273;26718.4904633193;0.0;0.2364437258341012
250;251;0;(82.48684210526316, 389.14473684210526);0;81047.17142857141;"[-2.93428571e+01 -3.64628571e+02  3.92857143e+01  2.25514286e+02
  2.82857143e+00  4.96097143e+03  6.28200000e+03  7.49368571e+03
  8.99377143e+03  9.71020000e+03  1.35228000e+04  1.06752857e+04
  1.28305714e+04  1.68059143e+04  1.98224857e+04  1.87637429e+04
  2.49098857e+04  2.18311714e+04  2.34811714e+04  2.18559143e+04
  2.48128000e+04  1.91026000e+04  2.40446286e+04]";6.866783064292258;33191.24334314916;0.0;2.405954392923979
251;252;0;(82.69767441860465, 427.44767441860466);0;54886.25;"[ -109.875    65.125   115.      -94.       89.125  4403.375  6770.875
 11533.5    8562.25  11990.875 13639.875 12992.375 13750.375 15204.125
 18587.375 14564.125 11766.    17714.875 18039.875 17798.25  16616.5
 12362.125 18273.625]";1.95845704411863;16621.728217024454;0.0;0.4664525549925537
252;253;0;(83.05882352941177, 690.2192513368984);0;60091.06382978725;"[  661.85106383   594.85106383   438.9787234    592.38297872
  1516.95744681  3046.82978723  6104.68085106  8067.55319149
 11308.93617021 12118.89361702 14182.9787234  13056.40425532
 14360.82978723 14310.68085106 14507.91489362 14339.76595745
 13284.55319149 13043.93617021 17832.04255319 17221.55319149
 18800.82978723 19432.34042553 18729.61702128]";3.4745072621875415;18554.307606269373;0.0;0.7012115985907345
253;254;0;(81.88343558282209, 968.5460122699386);0;49666.77419354837;"[  344.33870968   241.41935484   269.90322581   211.77419355
   340.5         3163.96774194 12042.98387097 13208.06451613
 15919.4516129  12407.62903226 10691.22580645 13122.90322581
 14290.4516129  12952.69354839 13259.27419355 17243.32258065
 16219.61290323 19800.80645161 17190.29032258 15251.64516129
 18224.87096774 17640.20967742 17916.64516129]";1.384926325404232;16200.404190304596;0.0;0.36813891231112383
254;255;0;(83.0, 986.0);0;54773.635514018664;"[ -371.71962617  -182.57943925   -35.10280374  -299.85046729
  1668.8317757   5302.60747664  7531.04672897 13135.08411215
 13056.93457944 14491.98130841 17238.05607477 14358.58878505
 16950.6635514  18839.52336449 19849.02803738 21217.99065421
 16457.27102804 18044.78504673 20455.42990654 21608.00934579
 20568.1588785  17800.13084112 17121.6728972 ]";1.8534337562899805;19857.599543818276;0.0;0.3102862440308241
255;256;0;(85.12435233160622, 197.09326424870466);0;16589.982758620692;"[-536.55172414 -370.25862069 -533.87931034 -482.63793103 -453.13793103
 1127.53448276   58.34482759 1122.60344828  815.86206897  453.55172414
 1499.51724138 1693.86206897 3198.65517241 2642.32758621 2570.17241379
 3335.01724138 2849.25862069 4552.79310345 4578.18965517 4518.43103448
 7827.68965517 7945.68965517 8112.5       ]";61192.948984164424;54256762.97891992;0.0;73137911.8094313
256;257;0;(84.46153846153847, 579.021978021978);0;159201.5365853659;"[ 1.23512195e+02 -1.36829268e+01  5.42097561e+02 -1.02878049e+02
 -1.76439024e+02  9.18680488e+03  1.83202683e+04  2.15121220e+04
  2.34399756e+04  2.28830000e+04  2.97862195e+04  2.31652195e+04
  3.28491707e+04  3.23501707e+04  3.26080488e+04  3.90356585e+04
  3.99101463e+04  3.46914146e+04  4.06313659e+04  3.47552683e+04
  3.50293659e+04  3.68726098e+04  3.68556341e+04]";2.253361786077743;37950.08721830034;0.0;0.3719836422767183
257;258;0;(86.0, 515.0);0;186582.51785714284;"[  150.1875       235.66964286   271.6875       268.41071429
   495.26785714  9589.75       25185.34821429 32592.23214286
 40163.71428571 38948.375      43581.95535714 43454.90178571
 53563.58928571 47305.20535714 51735.03571429 53709.72321429
 51159.57142857 52847.75892857 57353.9375     57840.60714286
 60888.25       58101.86607143 62807.95535714]";2.2109554967532024;58914.92281187107;0.0;0.23350751553044233
258;259;0;(86.52197802197803, 893.1813186813187);0;35369.616161616155;"[ 5.66666667e+00 -1.42929293e+02  2.64464646e+02 -1.76939394e+02
  2.23461616e+03  6.15574747e+03  6.19869697e+03  5.26991919e+03
  4.51919192e+03  3.79835354e+03  8.49769697e+03  9.83662626e+03
  7.85330303e+03  1.28905657e+04  1.15040404e+04  8.80713131e+03
  1.06422929e+04  1.00051212e+04  1.67826768e+04  1.70732727e+04
  1.20622828e+04  1.35504343e+04  1.44725859e+04]";2.4824000413661436;2287764.533110095;0.0;inf
259;260;0;(87.66666666666667, 788.5);0;70768.8085106383;"[ -464.12765957   255.21276596   156.          -356.70212766
   579.95744681  3685.42553191  3881.9787234   9432.21276596
 11027.68085106 13549.36170213 12913.27659574 11839.23404255
 17786.23404255 14150.44680851 16773.70212766 17845.70212766
 19724.57446809 17964.40425532 19631.95744681 15920.10638298
 17933.65957447 19058.4893617  18723.4893617 ]";2.5772445695716377;19579.04415952203;0.0;0.4362627196383291
260;261;0;(86.87857142857143, 830.95);0;65723.7971014493;"[ -276.76811594   146.43478261  -172.88405797  -157.95652174
  2631.49275362  5440.05797101 12943.31884058 11999.66666667
 15765.02898551 22448.60869565 22984.5942029  28564.1884058
 26493.43478261 23771.11594203 22247.44927536 17234.53623188
 24132.33333333 22419.69565217 22541.5942029  22431.86956522
 23327.84057971 18243.08695652 22064.34782609]";1.6007697858205356;23372.52867393451;0.0;0.3680174843750857
261;262;0;(86.68181818181819, 7.662337662337662);0;71827.6;"[ 1331.   1313.   1483.   1356.2  2144.2  6464.6 14258.8 17042.6 19016.6
 22129.  26621.  25285.6 24737.2 26696.4 25050.2 28782.6 34771.8 31926.
 32776.  33703.8 34011.6 32473.  32575.4]";2.737414412682007;33135.52251251428;0.0;0.3679017592928999
262;263;0;(88.97435897435898, 398.6025641025641);0;58328.65822784812;"[  279.16455696   270.86075949   420.64556962   423.12658228
  2340.96202532  4269.6835443   6317.2278481  10785.56962025
 12913.05063291 14983.30379747 11424.4556962  11544.21518987
 13037.44303797  9692.81012658  8458.75949367 12957.96202532
 13424.21518987 16636.12658228 13460.32911392 13213.82278481
 15947.20253165 16771.88607595 15740.75949367]";2.018802468103641;14212.618013541382;0.0;0.5776975893219787
263;264;0;(88.0, 663.0);0;80334.97727272726;"[ -292.40909091  -508.90909091  -289.54545455  -194.65909091
   764.88636364  2149.29545455 13325.93181818 19229.86363636
 23428.38636364 25208.77272727 24985.72727273 24880.18181818
 25033.02272727 31260.72727273 30515.97727273 32206.38636364
 26534.27272727 28382.72727273 32352.09090909 32449.20454545
 33683.15909091 27755.29545455 33841.81818182]";1.3508419248011643;30946.91722506026;0.0;0.21601203763245222
264;265;0;(87.78191489361703, 918.7393617021277);0;190101.69767441857;"[ -532.41860465  -207.25581395  -474.44186047  -332.30232558
  1242.41860465  7366.34883721 26442.20930233 29701.20930233
 31100.60465116 43585.58139535 43738.06976744 45268.37209302
 57300.93023256 57136.06976744 63586.8372093  53365.34883721
 59216.6744186  61124.58139535 70073.37209302 67710.18604651
 69319.20930233 63262.95348837 65407.60465116]";2.890646061377728;70987.80250377263;0.0;0.37790690263754384
265;266;0;(88.11046511627907, 126.87790697674419);0;15213.385964912282;"[  274.56140351   208.31578947  -115.56140351  -330.98245614
    79.68421053   135.          -115.1754386   -535.59649123
  -550.43859649  -358.70175439  -693.07017544  -487.78947368
  -179.71929825  -609.94736842  -234.35087719  -304.38596491
 -1096.89473684  1389.63157895   795.80701754   785.
   -60.54385965  1300.77192982  2222.07017544]";1.2806616101297865;4248.293145055635;0.0;4.2897118032206425
266;267;0;(89.10526315789474, 377.83684210526314);0;63712.71084337347;"[ -221.26506024   109.10843373    67.46987952   -48.97590361
    44.55421687  4631.38554217 11654.18072289 10811.63855422
 14503.77108434 18727.28915663 14673.97590361 16158.20481928
 18424.18072289 22184.10843373 21012.93975904 19189.96385542
 21729.51807229 18840.37349398 22539.28915663 21000.26506024
 23542.39759036 23037.20481928 21651.13253012]";2.0257627027002467;22252.119833864588;0.0;0.30888601228218193
267;268;0;(89.48192771084338, 445.0722891566265);0;152097.9069767442;"[ 2.98325581e+02 -3.55093023e+02 -3.68837209e+01 -2.63744186e+02
  2.27302326e+02  7.71155814e+03  1.58017209e+04  2.07266744e+04
  2.16684651e+04  2.42240000e+04  2.50747442e+04  2.56118372e+04
  3.18576744e+04  3.81128837e+04  4.38599302e+04  4.12215349e+04
  4.21215349e+04  4.55381860e+04  4.60603721e+04  4.95104186e+04
  4.90275116e+04  4.26000233e+04  4.51454419e+04]";4.169349089251341;54643.08506353061;0.0;0.7890748951756633
268;269;0;(90.30319148936171, 362.9574468085106);0;91958.25423728813;"[ -730.28813559  -397.86440678    71.30508475  -105.06779661
  6066.61016949  6335.96610169 15133.81355932 11816.86440678
 10391.74576271 14251.16949153 21312.91525424 21203.
 23289.23728814 25215.57627119 22726.88135593 27735.71186441
 21675.61016949 21985.6779661  24799.50847458 25625.28813559
 28405.6779661  28223.69491525 25587.18644068]";3.3196277334571738;28986.732562286383;0.0;0.7597303978739349
269;270;0;(90.0, 639.0);0;30087.647058823535;"[ 1.39705882e-01  6.51470588e+00 -8.96470588e+01  3.43161765e+01
  1.63016912e+03  3.64580882e+03  8.43389706e+03  6.41805882e+03
  7.67973529e+03  6.76949265e+03  4.82414706e+03  8.02567647e+03
  1.09994118e+04  1.27581838e+04  1.29965588e+04  9.91441912e+03
  1.24549853e+04  1.12544706e+04  1.25103750e+04  1.06403088e+04
  1.29571912e+04  1.30651324e+04  1.02590809e+04]";3.010151142239939;12828.822933286714;0.0;0.9548644575039495
270;271;0;(90.9620253164557, 19.61392405063291);0;21466.0;"[ 295.24210526  414.95789474 -117.98947368   51.63157895  302.25263158
  466.24210526  522.72631579  258.68421053 1791.93684211 3330.66315789
 1678.02105263 4546.82105263 3945.64210526 5043.71578947 7377.95789474
 4397.2        4972.07368421 5025.94736842 5141.04210526 1653.74736842
 5433.08421053 5760.56842105 5861.03157895]";1.3292962193442743;4842.670767773737;0.0;0.6286360746250097
271;272;0;(89.94267515923566, 748.7579617834394);0;51905.036585365866;"[  -79.79268293  -122.7195122   -312.64634146  -133.30487805
  -328.29268293   726.73170732  6017.59756098  6867.65853659
  4650.96341463  8516.90243902  7196.34146341 11211.6097561
  9868.91463415 11652.36585366 15103.96341463 13280.13414634
 12469.6097561  13955.13414634 15937.3902439  13800.12195122
 14885.29268293 15382.48780488 18310.03658537]";4.781586209016892;19429.87051242303;0.0;1.3465733397141222
272;273;0;(92.11656441717791, 972.4539877300614);0;29408.40178571429;"[  -43.28571429    47.72321429   180.0625      -354.59821429
   349.86607143   633.69642857  3268.69642857  3963.33928571
  3774.33928571  3688.34821429  2261.86607143  4088.51785714
  4823.07142857  4911.80357143  6007.03571429  4241.01785714
  5419.24107143  7757.07142857  8477.75        8967.71428571
  8313.78571429  8826.89285714 10634.27678571]";643.8682044897814;639591.0844515008;0.0;24783.782100747863
273;274;0;(92.12209302325581, 30.88953488372093);0;3608.599999999993;"[ -520.    152.6  -142.2  -443.2  -538.8  -569.4    65.6  -693.4 -1163.6
   169.6    28.4   602.8  -637.4    33.    197.4  -201.4 -1395.2  2630.6
   802.6 -2410.2 -2284.8 -2721.8 -1252.8]";4.480561842651311;-4861.602848587141;0.0;31.439947938335134
274;275;0;(92.0, 156.0);0;15491.08108108108;"[-130.67567568 -136.49324324 -126.12837838 -275.10810811 -218.12837838
 -182.55405405 -103.67567568 -305.87837838  -25.10135135 -140.2027027
 1600.54054054 1949.11486486  603.27702703  759.62162162 2491.56756757
 3964.39189189 3255.26351351 3621.72972973 4473.40540541 5036.62162162
 3503.25675676 4771.12837838 5428.17567568]";13.89144281753716;13668.799288248418;0.0;19.931847381330712
275;276;0;(92.48795180722891, 72.93975903614458);0;68205.68421052632;"[ -104.21052632   -32.18421053   155.           108.65789474
  -298.94736842  1195.55263158  5481.57894737 12038.31578947
 12325.78947368 12068.94736842 11807.78947368 13730.57894737
 14071.84210526 15738.26315789 18334.44736842 19008.21052632
 19731.94736842 16754.68421053 17896.92105263 18792.26315789
 22197.44736842 16879.05263158 21836.07894737]";2.6896008073350632;20491.939912905462;0.0;0.5136259545783111
276;277;0;(93.54929577464789, 422.16901408450707);0;39149.375;"[ -106.97222222   233.43055556  -124.48611111  -234.40277778
  -265.56944444   702.70833333  4227.52777778  5502.66666667
  7759.375       7894.88888889  6643.33333333  7176.25
  6289.66666667  8050.84722222  9523.01388889 10048.31944444
  9967.45833333 10028.09722222  8876.47222222  8292.16666667
  9355.75        9032.94444444  9361.80555556]";1.3954311710999439;9251.878353432025;0.0;0.3102017242584657
277;278;0;(93.0, 501.0);0;74658.55502392344;"[  231.07655502  -103.73684211   404.71770335   231.44497608
    27.41626794  4244.11961722  6056.83732057  6086.90430622
 10505.06220096 13234.52631579 11403.88516746 13585.41148325
 16708.88038278 16582.03349282 12832.59808612 15284.75598086
 17190.50239234 17751.51196172 20077.77033493 21040.67942584
 21262.02870813 20511.98086124 21869.0861244 ]";4.686242893755366;24403.054309559346;0.0;1.1066101400409307
278;279;0;(92.86060606060606, 596.8606060606061);0;30395.470588235305;"[ -449.76470588  -163.11764706  -335.47058824  -230.82352941
    80.41176471  2328.41176471  3002.88235294  1009.94117647
  3360.          3832.47058824  5007.17647059  4513.94117647
  4732.17647059  5391.29411765  5442.29411765  6935.11764706
  7919.58823529  6798.70588235  6487.41176471 10838.17647059
  8491.17647059 10556.47058824 10093.82352941]";115.1635770271747;127240.00343317955;0.0;632.8435088870461
279;280;0;(92.2987012987013, 725.6298701298701);0;88134.69767441862;"[  150.90697674   516.27906977    59.95348837   338.93023256
  2591.44186047  4241.39534884 14154.48837209 23403.69767442
 20912.18604651 26432.34883721 28602.69767442 32810.18604651
 33362.95348837 36301.23255814 34492.25581395 30387.34883721
 30502.39534884 28250.97674419 27313.23255814 27646.6744186
 35657.58139535 38999.72093023 37581.09302326]";2.1008566151139845;34463.99903649257;0.0;0.42473607290405463
280;281;0;(92.95424836601308, 736.8300653594771);0;10811.899999999994;"[-2.5450e+02  7.1000e+00 -2.9520e+02  2.2880e+02 -2.8000e+01  7.1890e+02
  1.6080e+03  5.5840e+02  1.4770e+02  2.1233e+03  2.4920e+03  1.8972e+03
  1.8005e+03  1.9331e+03  4.5456e+03  7.6483e+03  6.4951e+03  6.1011e+03
  3.9121e+03  6.3747e+03  4.8262e+03  5.0033e+03  4.0479e+03]";5.956147767885706;7604.531378756493;0.0;5.877088230691732
281;282;0;(95.22962962962963, 411.6962962962963);0;87562.48684210527;"[-9.28815789e+01 -7.09210526e+00 -2.36052632e+01 -3.70000000e+01
 -1.77548684e+03  4.16884211e+03  8.27527632e+03  1.09661447e+04
  1.71072368e+04  2.19694211e+04  2.31790395e+04  2.67984605e+04
  2.10130263e+04  2.00746579e+04  1.99220132e+04  2.07250395e+04
  1.95890132e+04  2.50922895e+04  2.12972895e+04  2.15602237e+04
  2.09361184e+04  2.13364211e+04  1.79654342e+04]";0.9911765295227823;22077.5837168409;0.0;0.24681436598804304
282;283;0;(94.0, 858.0);0;20867.1043956044;"[  825.23626374   787.7032967    465.84065934   633.55494505
   430.97252747  1246.64285714  1523.54395604  3100.89010989
  2447.47252747  2145.28021978  1677.03296703  3747.26923077
  3759.57692308  7284.53296703  5829.42857143  3119.1043956
  6858.17032967  5837.37912088  5412.04395604  7832.18131868
 10413.52197802  8061.12637363  6240.        ]";28.861922398706575;28591.703155487296;0.0;89.78154628709039
283;284;0;(95.0, 258.0);0;128645.47802197802;"[ -105.21978022  -311.12087912  -124.06593407  -400.51098901
  2024.79120879  7833.54945055 21103.04945055 18472.06043956
 22706.67582418 27774.11538462 25399.00549451 30603.81318681
 37460.20879121 39935.07692308 43659.51098901 40535.90659341
 41535.91758242 43747.86813187 38706.43406593 41570.93956044
 44002.22527473 43964.7032967  48186.73626374]";3.4856148246211833;49357.25061121896;0.0;0.5131542056030727
284;285;0;(96.0, 210.0);0;56134.781609195416;"[-4.57126437e+02 -9.24137931e+00  1.38919540e+02  4.57126437e+01
 -2.59494253e+02  1.17645977e+03  2.89719540e+03  8.49456322e+03
  9.04521839e+03  6.97926437e+03  5.31085057e+03  8.93866667e+03
  9.28195402e+03  1.65246897e+04  1.61438161e+04  1.40606322e+04
  1.41729885e+04  1.73010920e+04  1.60062414e+04  1.59608506e+04
  1.27418966e+04  1.36583448e+04  1.44553678e+04]";3.184325615410267;16776.27490731219;0.0;1.0562087738120545
285;286;0;(96.73456790123457, 332.0);0;158473.62595419848;"[  -93.22900763   207.03053435   124.32061069   -96.09923664
  -119.21374046  7669.02290076 18213.27480916 30956.92366412
 31621.         32412.58015267 32268.80152672 33501.90076336
 39655.63358779 36637.5648855  42917.17557252 52857.46564885
 47503.09923664 49610.95419847 55339.09923664 52278.4351145
 50318.85496183 54105.93129771 52428.88549618]";3.1582566841730615;56399.69221678214;0.0;0.5509752943332342
286;287;0;(95.72955974842768, 928.4276729559748);0;57940.234375;"[  383.765625   305.765625   182.453125   443.09375    478.34375
   699.375     4195.625     7769.5625   10857.796875 11334.5
 13579.890625 12174.375    13093.6875   14831.65625  12212.671875
 14336.71875  13330.375    10516.21875  14354.328125 17202.9375
 14559.609375 16885.46875  13855.84375 ]";1.314073980386774;14079.997763121544;0.0;0.25671949354007484
287;288;0;(98.11656441717791, 6.785276073619632);0;35770.97777777778;"[ 1391.02222222  1469.6         1669.51111111  1565.33333333
  3251.82222222  4658.22222222  9431.51111111 14169.06666667
 15312.68888889 16544.93333333 17945.13333333 23401.71111111
 20509.77777778 23469.84444444 25328.17777778 24024.24444444
 24122.64444444 23357.48888889 22758.82222222 19556.42222222
 23526.44444444 21466.75555556 20067.31111111]";1.7746785684543844;21763.176249853732;0.0;0.2999932766479626
288;289;0;(97.05479452054794, 302.43150684931504);0;47190.41818181819;"[   82.41818182   300.18181818   250.63636364   408.41818182
   561.47272727  3900.32727273  4473.65454545  5573.10909091
  5990.81818182  6403.36363636  9582.83636364  7773.72727273
  9360.92727273 10642.83636364 11960.25454545 10255.96363636
  9062.78181818 11126.07272727 12098.74545455 13513.
  9838.89090909 10045.50909091 13347.21818182]";3.032097453154726;12195.014530219612;0.0;0.7900280203862486
289;290;0;(97.52941176470588, 576.7058823529412);0;35539.885496183204;"[   47.81679389   -19.45038168   -97.89312977   -76.17557252
  -148.54198473  3371.57251908  5140.51145038  5179.93129771
  5119.51145038  4159.39694656  6178.82442748  2509.95419847
  5357.73282443  8921.82442748  8779.61068702  9541.95419847
  9366.69465649  8289.75572519 10366.93129771 11012.38931298
 10963.32061069 10757.02290076  9751.16793893]";7.723987398094641;15387.568780077752;0.0;4.801233698770387
290;291;0;(97.55474452554745, 587.3503649635037);0;29603.47826086956;"[  73.52173913 -398.47826087 -484.          -83.13043478  510.04347826
  456.52173913 2655.7826087  4106.86956522 4568.95652174 3076.69565217
 4797.82608696 3277.69565217 3739.91304348 3644.52173913 5665.65217391
 6903.13043478 7389.65217391 4593.7826087  5261.2173913  7550.73913043
 7859.52173913 8616.30434783 5353.73913043]";5.413539402622715;8853.05215640033;0.0;3.083118460126741
291;292;0;(97.4180790960452, 702.4011299435028);0;39860.67669172932;"[  -59.71428571  -159.5112782   -141.03759398   102.38345865
  -322.33834586   347.62406015  -220.66917293 -2234.72932331
  2936.43609023  5604.04511278  5233.7518797   7299.78195489
  6796.10526316 10303.15037594 11533.7518797  12902.42857143
 10869.27067669 12635.93233083 16146.31578947 10510.40601504
 12547.21804511 11935.57894737 13190.37593985]";2.0555036982922803;13575.565083587933;0.0;0.4351112147508891
292;293;0;(97.18300653594771, 832.2091503267974);0;149690.94339622642;"[1.82867925e+02 5.55094340e+01 4.69792453e+02 1.37867925e+02
 4.93703774e+03 2.21859434e+04 2.56026981e+04 4.17487170e+04
 3.55005472e+04 3.70307547e+04 4.41940755e+04 5.30424717e+04
 4.92908868e+04 4.83924151e+04 4.84393019e+04 5.00401509e+04
 5.20643585e+04 5.16246415e+04 6.12102075e+04 5.89912642e+04
 5.46382264e+04 5.40652453e+04 5.70017736e+04]";2.207816026476719;56507.11158166748;0.0;0.28758347127200956
293;294;0;(97.04651162790698, 63.1937984496124);0;146463.23076923075;"[-9.30000000e+01 -1.47692308e+01  7.08461538e+01  3.84076923e+02
  3.38261538e+03  4.63230769e+03  1.05388462e+04  1.54964615e+04
  1.71107692e+04  2.42186154e+04  2.75307692e+04  3.14643846e+04
  3.54150769e+04  3.94420769e+04  3.78171538e+04  4.08800769e+04
  4.90502308e+04  4.64890000e+04  4.63626923e+04  4.48545385e+04
  4.66592308e+04  4.79335385e+04  4.60861538e+04]";4.2211109145448535;56178.580280210575;0.0;0.6054050293061005
294;295;0;(97.81052631578947, 679.1894736842105);0;176468.85714285716;"[-1.88809524e+02  1.73809524e+01 -1.41476190e+02 -2.18142857e+02
  2.13647619e+03  1.60322857e+04  1.91731429e+04  3.35088095e+04
  3.32928095e+04  3.47972381e+04  4.95641429e+04  4.90780952e+04
  4.69840000e+04  4.62414762e+04  5.52501905e+04  6.20002381e+04
  5.40109048e+04  5.88962381e+04  5.58653810e+04  5.70241429e+04
  5.85980000e+04  5.93845238e+04  5.77539048e+04]";2.7992370814774263;62341.24242996822;0.0;0.3434734398488145
295;296;0;(99.88953488372093, 128.12209302325581);0;33555.09243697478;"[  136.68067227    42.40336134    31.71428571   224.67226891
   104.93277311  5426.73109244  6551.18487395  2812.30252101
  4797.71428571  4483.17647059  5220.88235294  6904.60504202
  9677.79831933  9216.31092437 10159.15966387  8703.7394958
  9970.07563025  7972.76470588  9894.75630252 11385.51260504
 10976.00840336 13487.88235294 12366.68067227]";9.1391144679144;18287.227085279046;0.0;5.594957402370407
296;297;0;(99.0, 277.0);0;40750.17592592594;"[ -388.97222222  -372.84259259  -203.01851852  -173.61111111
   -56.62962963  2371.7037037   2903.49074074  6140.98148148
  7856.00925926 10557.69444444 11032.02777778 11923.53703704
 12657.31481481 13017.7037037  14108.00925926 17950.75
 18901.5        14271.84259259 13619.90740741 12219.92592593
 10625.81481481 13711.71296296 17121.81481481]";2.2138344772720426;15642.789711073496;0.0;0.5613151628246763
297;298;0;(99.11235955056179, 453.5561797752809);0;45203.25;"[ -123.57142857  -232.51785714    55.07142857    18.75
    34.42857143  -119.33928571  6366.10714286  8205.875
  9840.94642857 11128.75       11090.10714286  8563.46428571
  9330.80357143  9074.375      14145.35714286 14532.83928571
 15839.07142857 11274.46428571 13817.         12703.35714286
 15167.44642857 15380.10714286 13454.94642857]";1.7894662275055988;13864.68135646506;0.0;0.5396057769770946
298;299;0;(101.27096774193548, 717.8903225806451);0;44790.57142857142;"[  -82.40816327   -18.6122449    -67.97959184   270.67346939
  2406.95918367  1437.69387755  7698.08163265  8794.6122449
  8357.42857143 11377.91836735 11312.67346939 12297.81632653
 13307.36734694 14195.93877551 15282.20408163 12170.14285714
 16715.16326531 18014.06122449 17398.97959184 14447.67346939
 14705.06122449 14886.65306122 14133.48979592]";2.7139902924830364;16515.499362660943;0.0;0.5288504601655956
299;300;0;(99.35955056179775, 779.7359550561798);0;115986.50515463918;"[ -119.45360825  -154.79381443  -555.70103093  -333.70103093
   124.86597938  -259.78350515 10455.83505155 19040.75257732
 16958.39175258 19700.79381443 27443.17525773 27031.17525773
 26578.13402062 27267.30927835 29664.77319588 31104.57731959
 31568.43298969 26691.19587629 34863.11340206 33638.84536082
 31833.03092784 39466.84536082 38082.54639175]";2.3978099016492673;35793.01977731678;0.0;0.46522327018794285
300;301;0;(100.97448979591837, 45.03061224489796);0;113527.31578947367;"[ 2.24736842e+01 -5.91578947e+01 -1.88210526e+02 -1.80368421e+02
 -1.68842105e+02  3.11205263e+03  5.15152632e+03  1.08154737e+04
  1.95221579e+04  2.20307895e+04  2.67923158e+04  2.39474737e+04
  2.56804211e+04  2.87745789e+04  3.35204737e+04  3.17404211e+04
  3.57797895e+04  3.52589474e+04  3.58805263e+04  3.92398947e+04
  3.47639474e+04  3.78290526e+04  3.60928421e+04]";3.3025310677326134;41031.13722521041;0.0;0.4232242902918626
301;302;0;(101.59060402684564, 747.51677852349);0;172874.35135135136;"[  221.7027027     89.71621622   264.          -144.28378378
  -625.04054054  5824.31081081 13102.16216216 26881.16216216
 29021.14864865 35480.25675676 37773.58108108 37765.27027027
 45223.47297297 51736.48648649 53098.41891892 54856.43243243
 54921.25675676 55062.02702703 54645.2972973  52728.52702703
 57777.25675676 54731.77027027 58213.58108108]";2.751543184298527;60280.50969403231;0.0;0.24907278591548546
302;303;0;(101.52071005917159, 937.8579881656805);0;45749.143790849674;"[1.17960784e+02 2.27712418e+02 3.23503268e+02 1.30065359e+01
 5.00392157e+02 1.95686928e+03 9.87956863e+03 1.05866732e+04
 1.70711438e+04 1.57562092e+04 1.43078497e+04 1.93666928e+04
 1.64144902e+04 1.65512810e+04 1.97052810e+04 2.08322549e+04
 2.58222680e+04 2.27441307e+04 2.30054967e+04 1.62673399e+04
 1.99914641e+04 2.14772092e+04 2.14738824e+04]";1.9353352353573976;21385.517123269918;0.0;0.4134790651541687
303;304;0;(102.09944751381215, 316.0552486187845);0;114790.25;"[  615.5    226.75   532.25   383.25  -102.25  6239.   10970.75  9844.5
 13111.5  17992.5  19295.25 21894.   25051.5  26857.75 29424.   30695.
 39456.5  39671.5  41470.75 40103.25 43041.75 36015.75 37480.25]";6.418592829587714;55545.94027973311;0.0;1.8368648138502204
304;305;0;(102.0, 654.0);0;143352.23376623372;"[3.87792208e+01 6.77792208e+01 3.83818182e+02 1.74909091e+02
 6.71688312e+02 9.86984416e+03 2.38501299e+04 2.50843766e+04
 1.83041818e+04 2.45270649e+04 2.86965455e+04 2.98718312e+04
 3.19869091e+04 3.09682987e+04 4.00606883e+04 4.16102857e+04
 4.16729351e+04 3.99747792e+04 3.93720260e+04 3.89798052e+04
 3.81873636e+04 4.80794545e+04 4.14841429e+04]";3.346903809730545;45435.97368921246;0.0;0.6774234577896633
305;306;0;(102.90673575129534, 526.1243523316062);0;136919.32394366193;"[-2.61624413e+02 -3.91830986e+01 -2.52633803e+02 -1.65319249e+02
 -3.95126761e+02  1.37004836e+04  1.93885587e+04  2.25922160e+04
  2.34430563e+04  2.65240751e+04  2.86715587e+04  3.64596714e+04
  3.67422254e+04  4.40478169e+04  4.47669014e+04  4.74654038e+04
  4.75686714e+04  4.93106573e+04  5.43849906e+04  5.43057887e+04
  5.50427230e+04  4.99755915e+04  5.38202441e+04]";4.753427320696528;64831.64333929864;0.0;0.6842540967475973
