;Particle;Position;Coordinates;Saturated;Intensity;Fluorescence time series;Fluorescence rate;Fluorescence increase;Saturated rate;Fluorescence rate err
10;11;0;(4.5, 692.0153846153846);0;29616.457627118645;"[-2665.91525424 -2529.6440678  -2325.30508475 -2845.27118644
 -3435.20338983 -4132.83050847  3882.33898305  5156.37288136
  8548.15254237  8778.91525424  8734.37288136  7015.45762712
  8589.6440678  11502.62711864 11129.15254237 10208.55932203
 10155.91525424 11850.11864407 11403.76271186 10584.05084746
 11741.69491525 10750.91525424 11617.62711864]";1.6029868288099054;13863.98927984021;0.0;0.2527833534948156
11;12;0;(3.7142857142857144, 736.0420168067227);0;36512.08955223881;"[-1.26417910e+01 -2.78925373e+02 -3.92298507e+02 -1.26985075e+02
 -1.70940299e+02  1.27774627e+03  5.68598507e+03  6.13183582e+03
  5.96885075e+03  6.33950746e+03  1.03524179e+04  1.07963582e+04
  1.32844179e+04  1.25403433e+04  1.54051343e+04  1.42974627e+04
  1.31721194e+04  1.50546716e+04  2.07675821e+04  1.91010896e+04
  1.61675672e+04  1.44531940e+04  1.59203881e+04]";11.152374125587038;1435489.3306894542;0.0;6.476911352381478
12;13;0;(4.112781954887218, 806.8646616541354);0;62259.90909090908;"[ 2292.63636364  2037.72727273  2548.09090909  2516.54545455
  3269.09090909  6056.          6750.54545455 12225.36363636
 11682.36363636 14921.90909091 18637.18181818 21214.36363636
 20117.         23349.         21231.45454545 19056.81818182
 21428.72727273 24821.72727273 29081.81818182 26018.36363636
 28819.09090909 28279.72727273 32090.72727273]";6.086561651508084;34937.19170491419;0.0;1.8380973529453144
13;14;0;(4.5364238410596025, 850.0);0;43993.79831932772;"[-2486.10084034 -2617.05882353 -2626.46218487 -2817.05042017
 -3259.25210084  -157.53781513  4233.7394958   2715.14285714
  3283.68067227  5359.91596639  8268.8907563   6680.88235294
  7399.75630252  9868.78151261 12037.40336134 11566.21848739
 10402.21848739 12310.21008403 15277.68067227  9954.84033613
 11212.93277311 12010.04201681 11823.83193277]";3.1851915782597944;16152.6854864732;0.0;0.7479307669963764
14;15;0;(4.98125, 98.875);0;135935.6666666667;"[  266.66666667   202.           214.           135.66666667
   725.33333333  5130.         12024.66666667 19039.
 20974.         26374.33333333 26201.         26306.33333333
 23255.33333333 23626.66666667 28605.33333333 29373.33333333
 37770.33333333 42125.33333333 39347.33333333 40877.66666667
 41409.         40248.33333333 39926.66666667]";4.682893188714812;47754.79791255385;0.0;1.3358120986391118
15;16;0;(5.13939393939394, 351.0);0;65403.29411764705;"[-1367.01960784 -1312.78431373 -1117.62745098 -1443.66666667
   817.29411765 11573.54901961 15780.66666667 17105.05882353
 15499.68627451 16264.52941176 18006.21568627 23973.7254902
 24966.68627451 18825.45098039 21700.64705882 25037.64705882
 15621.11764706 27046.49019608 26203.29411765 25448.43137255
 20022.60784314 19866.2745098  22019.1372549 ]";1.2646584003815404;23745.7410009751;0.0;0.37589152215248384
16;17;0;(5.13939393939394, 651.0);0;18202.800000000003;"[-1077.1  -935.6  -981.6 -1054.3 -1220.9  -782.6 -1675.8 -1265.5  3802.
  3689.7  3174.8  1684.6  1839.6  3661.7  5536.8  5440.8  3504.5  4400.9
  3221.9  1591.6  3880.8  3813.5  2112.5]";0.01446984381593881;4527.699047698903;0.0;598704184.9063548
17;18;0;(4.956834532374101, 948.9208633093525);0;4847.970238095235;"[-4053.41071429 -4075.86904762 -4162.16666667 -4268.20833333
 -4573.08333333 -5048.36904762 -4353.3452381  -3795.70238095
 -3158.67857143 -2481.6547619  -4549.96428571 -3969.55952381
 -4145.39285714 -3845.47619048 -2527.20833333 -2693.30952381
 -3289.10714286 -3153.60714286 -2544.08928571 -3527.1547619
 -2598.49404762 -2016.67261905 -3368.24404762]";1.3072560264433484;1277.7183445277676;0.0;1.443463404056059
18;19;0;(5.13939393939394, 994.0);0;4641.474576271197;"[-1976.93644068 -2445.26694915 -2273.62288136 -2319.83050847
 -2356.03813559 -1768.3559322  -2333.05084746 -1689.39830508
 -2700.96186441 -2054.33898305 -1767.4279661  -2610.79661017
 -2008.72033898 -2142.46610169 -1891.02542373 -2205.38559322
 -2612.00423729 -2074.03813559 -1968.07627119 -2371.3220339
 -2615.72033898 -2529.87711864 -2524.6440678 ]";4.707924966282365;-625.248231000416;0.0;32.83776571371072
19;20;0;(6.032051282051282, 82.84615384615384);0;20145.368421052637;"[-423.31578947  -82.57894737  -12.26315789 -403.31578947 -587.73684211
 -342.10526316 2821.21052632 1183.68421053 2374.89473684 2368.57894737
 3187.84210526 1905.52631579 2336.63157895 3910.94736842 2979.63157895
 1933.52631579 2348.68421053 2915.89473684 3096.36842105 3494.84210526
 5861.36842105 6292.42105263 5528.63157895]";39687.29061023065;21094700.614073753;0.0;139688579.9335743
20;21;0;(5.653409090909091, 540.0738636363636);0;4907.078740157482;"[ -976.46456693  -922.04724409  -829.95275591  -666.51968504
   177.2992126  -1133.08661417  -711.96850394  -988.85826772
  2655.1023622   1508.66929134   802.66929134  2017.40944882
  2156.96850394  1786.93700787  3292.92913386   301.88188976
   776.03149606  1285.03149606  2790.18897638  3294.39370079
  4147.55905512  2477.92125984  1995.55905512]";4.099613626283138;3953.1293954198604;0.0;3.648496088389716
21;22;0;(5.429447852760736, 200.66257668711657);0;77214.48502994012;"[  833.56287425   777.23353293   649.92814371   493.97005988
  2659.19760479  4415.96407186  6640.28742515  8203.11976048
  9009.79640719 16187.88622754 16176.34131737 20145.10778443
 21812.36526946 18003.02994012 17962.63473054 22079.69461078
 21251.25149701 19228.17365269 22599.44311377 20258.48502994
 22506.71257485 22223.98802395 26214.58682635]";3.095280799277695;23927.260005707038;0.0;0.6633196397359847
22;23;0;(7.232876712328767, 241.26712328767124);0;69883.45;"[ -610.1   -200.    -590.9   -260.15  1550.1    833.6   5193.1   8616.55
  7564.    7485.75  7741.1   6837.5  12487.05 13619.25 11649.7  13574.
 16196.45 18428.45 18294.5  17528.05 21149.9  25983.9  27321.55]";68242.46789866549;175949098.10852075;0.0;69167143.0582083
23;24;0;(6.610778443113772, 680.2095808383234);0;42433.13043478262;"[-1301.39130435 -1542.11956522 -1342.52173913 -1276.0326087
 -2432.0326087   -742.41304348  8747.57608696  7154.41304348
  7280.18478261  8685.7173913   6237.11956522  7175.64130435
 10475.18478261 12229.08695652 10121.16304348 13604.88043478
 10829.2173913   6687.98913043 16168.15217391 13936.83695652
 16184.95652174 16464.23913043 15919.82608696]";4.069330485333276;18024.7371383637;0.0;2.0007637479703053
24;25;0;(6.395604395604396, 820.2637362637363);0;68147.77777777778;"[-2151.11111111 -2178.88888889 -2423.11111111 -2381.11111111
 -2343.22222222  6066.77777778  5347.77777778  9516.77777778
  8171.88888889 10255.22222222  8583.88888889 10055.22222222
 12269.66666667 12440.77777778 15347.11111111 21036.33333333
 19357.44444444 16324.11111111 14233.         15160.44444444
 14184.55555556 14427.11111111 10720.88888889]";2.060983649625556;17811.28088720766;0.0;0.6857805145549842
25;26;0;(7.233695652173913, 61.01086956521739);0;489870.92783505144;"[  -464.5257732    -278.42268041   -208.50515464   -344.81443299
    601.87628866  24639.58762887  37140.62886598  49442.90721649
  56897.84536082  75617.02061856  87063.80412371  86368.45360825
  93884.60824742  96422.55670103 109165.6185567  115799.42268041
 115180.88659794 111987.03092784 128493.29896907 132026.03092784
 129614.12371134 134849.55670103 135499.        ]";4.132288556706514;152166.75710959145;0.0;0.3590909419837517
26;27;0;(7.040816326530612, 287.0);0;134932.78600823044;"[  759.69958848   728.16049383   563.73662551   616.28395062
  2920.13168724  6054.33744856 14415.87242798 17514.41152263
 21854.19753086 27756.20987654 34169.76131687 33552.23045267
 34285.37037037 28547.72839506 29402.20576132 32602.29218107
 30824.11522634 32382.4691358  31894.94238683 32172.32098765
 34888.39917695 40229.2962963  46202.02057613]";2.671842265319536;37533.507672407104;0.0;0.5732254104805004
27;28;0;(6.711864406779661, 445.4180790960452);0;79831.20253164554;"[ 1497.44303797  1471.15189873  1526.17721519  1272.86075949
  2419.88607595  4738.62025316 10325.29113924 15915.12658228
 17871.06329114 15912.6835443  17066.13924051 22815.92405063
 28061.49367089 29692.44303797 29572.05063291 26473.07594937
 29756.94936709 25867.84810127 32245.79746835 30856.41772152
 31374.08860759 32064.7721519  31772.18987342]";3.215845204617408;32748.627308479576;0.0;0.5656972852351569
28;29;0;(7.352941176470588, 958.9338235294117);0;33768.0;"[-2885.14285714 -3250.42857143 -3243.28571429 -3298.
 -1546.42857143 -2825.57142857  2018.          5705.42857143
  3204.57142857  6300.14285714  7155.28571429  6304.57142857
  5582.42857143  5911.71428571  9949.85714286  6796.57142857
  6155.71428571  8511.85714286  8987.57142857  6915.
 11068.28571429 10732.          9054.71428571]";1.7076380063276924;11583.034713758805;0.0;0.5245617854223457
29;30;0;(7.0588235294117645, 1018.9044117647059);0;51041.14634146342;"[18785.53658537 19652.53658537 19698.51219512 16313.75609756
 23090.17073171 22476.85365854 22184.63414634 16127.95121951
 21205.85365854 22156.34146341 21948.04878049 23114.6097561
 21914.07317073 22165.97560976 24358.73170732 23099.73170732
 23894.48780488 22783.58536585 25006.04878049 22384.80487805
 22632.73170732 22917.85365854 22578.19512195]";1.3815960075205274;3614.6207302624916;0.0;1.0848140773082255
30;31;0;(7.974489795918367, 176.03061224489795);0;6499.13173652695;"[1328.49101796 1377.92215569 1205.81437126 1331.04790419 1467.19161677
 2513.06586826 1767.25748503 1467.08383234  942.48502994  901.55688623
  622.91616766 1123.24550898 1567.13772455 1350.13173653 1644.95209581
 1312.33532934  883.07185629 1432.64670659 1253.14371257  950.79041916
 1760.44311377 1880.66467066 1605.32934132]";0.015464422997790583;407.15463809224;0.0;inf
31;32;0;(7.810526315789474, 405.81052631578945);0;73950.02752293578;"[ 2886.4587156   3041.28440367  2871.99082569  2953.93577982
  6885.52293578 11289.83486239 14186.9266055  12573.51376147
 14735.27522936 17657.02752294 19007.08256881 21377.11926606
 22681.49541284 20836.40366972 21486.80733945 21915.72477064
 16539.64220183 21102.76146789 26053.42201835 22131.40366972
 19389.50458716 27412.35779817 24183.83486239]";2.476162523025506;20734.49665001038;0.0;0.5827526582292343
32;33;0;(7.514285714285714, 466.7);0;64992.22222222221;"[ 4617.55555556  4518.33333333  4642.77777778  4563.44444444
  5516.55555556  9868.77777778 14218.11111111 16201.77777778
 14849.33333333 19291.33333333 20393.22222222 19222.88888889
 18644.77777778 21829.55555556 26568.11111111 25188.88888889
 29791.66666667 28706.22222222 29738.55555556 26004.22222222
 27750.77777778 25254.33333333 22916.66666667]";3.0068829282785483;23919.902702402815;0.0;0.780544879175908
33;34;0;(8.154255319148936, 587.6968085106383);0;72488.0;"[ -355.97752809  -229.83146067  -464.92134831  -546.53932584
  -704.66292135  2033.08988764  5352.76404494  9907.86516854
 10411.56179775 13949.80898876 15615.49438202 17001.20224719
 17992.31460674 18511.30337079 23074.96629213 24296.43820225
 26805.92134831 27387.2247191  28101.16853933 30581.82022472
 25940.48314607 25856.91011236 28278.59550562]";4.537981559743555;34500.543700413495;0.0;0.7347016033996954
34;35;0;(7.783068783068783, 629.8412698412699);0;205555.23636363633;"[ 4378.83636364  4443.70909091  4591.18181818  4579.54545455
  6690.83636364 11469.94545455 18804.83636364 36017.70909091
 43442.78181818 49746.63636364 47411.52727273 50636.
 50049.81818182 50947.50909091 59077.14545455 56613.50909091
 61267.12727273 62236.43636364 63765.89090909 71640.27272727
 60692.69090909 62789.07272727 65814.07272727]";2.0746916764951298;59797.18038627003;0.0;0.3042131703130799
35;36;0;(7.636904761904762, 778.077380952381);0;28827.11764705883;"[3256.41176471 3205.64705882 3242.76470588 3266.70588235 4056.
 5040.88235294 5398.23529412 5237.05882353 5960.58823529 4051.47058824
 3439.         4146.76470588 6383.17647059 5996.05882353 5367.05882353
 6298.41176471 5707.29411765 6554.17647059 6599.17647059 8518.47058824
 7340.76470588 8295.23529412 9318.70588235]";11286.318219780205;8701073.5934803;0.0;26130881.262876753
36;37;0;(8.133333333333333, 969.1272727272727);0;20825.33333333334;"[ 412.66666667  306.16666667  523.5         402.83333333  443.5
 1014.33333333 3119.5        3919.83333333 3331.5        4627.
 5072.33333333 6435.83333333 6804.16666667 7748.16666667 7275.66666667
 6716.66666667 5918.         5737.83333333 5905.33333333 5011.83333333
 7010.33333333 7163.33333333 5496.83333333]";1.410796170461128;6057.727335607344;0.0;0.39647953840055417
37;38;0;(9.0, 762.0);0;108794.57553956834;"[ 3204.63309353  3380.05035971  3427.1942446   3611.34532374
  5658.35971223  6701.23741007 10554.92805755 15067.14388489
 21447.25179856 22112.22302158 27318.71942446 31378.67625899
 35067.48201439 36096.26618705 37802.99280576 32590.91366906
 31994.95683453 32575.13669065 35167.89928058 35307.74820144
 31006.09352518 30948.23021583 32096.57553957]";1.6472936463138332;30651.717421859867;0.0;0.28489918371675144
38;39;0;(11.0, 742.7345679012345);0;34439.42105263159;"[ -404.10526316  -454.89473684  -215.78947368  -432.73684211
  3645.31578947  1553.05263158  6597.26315789  3207.31578947
  2943.05263158  5315.          9173.42105263  5859.26315789
  7382.68421053  6134.36842105 10102.68421053  8655.47368421
  7354.10526316  9195.78947368  7697.78947368 10843.84210526
  9224.84210526 10350.89473684  8588.15789474]";4.275305146621666;11173.769943770583;0.0;1.7508650521572302
39;40;0;(12.074626865671641, 39.16417910447761);0;27573.0;"[  364.42857143   541.85714286   283.71428571   676.85714286
   537.71428571  -407.71428571   408.85714286  3155.28571429
  5215.          4466.42857143  3762.42857143  6023.71428571
  5083.          6354.14285714  6006.71428571  9151.71428571
  6459.          6225.28571429  7712.14285714  7420.85714286
  7280.28571429  5619.85714286 10134.14285714]";2.2960512134556152;7353.316612565878;0.0;0.7060700826001318
40;41;0;(10.265432098765432, 114.0);0;123491.46875;"[ 1103.28125  1070.375    1050.65625  1296.75     4865.25     8710.53125
 13633.21875 16007.71875 24976.96875 27927.71875 33334.      28193.15625
 34320.21875 39268.8125  37259.625   45029.375   39600.      40592.46875
 41373.28125 43531.34375 40778.46875 38789.3125  42120.09375]";3.2050588330867913;44830.19825914475;0.0;0.460626951778075
41;42;0;(10.875675675675677, 899.4270270270271);0;98298.09433962262;"[ 7573.81132075  7600.31446541  7786.41509434  8379.43396226
  9417.67924528 15586.88050314 19478.59119497 21355.20754717
 20564.34591195 25631.59748428 30670.33962264 32599.82389937
 33897.81132075 33752.88050314 34463.26415094 35653.87421384
 36675.62893082 37034.97484277 35716.12578616 33881.44025157
 38994.22012579 40306.05660377 40735.06289308]";3.148850571330797;33066.64534190854;0.0;0.4508252857751658
42;43;0;(11.497109826589595, 25.09248554913295);0;135901.88888888888;"[-5.64444444e+01 -3.64444444e+01 -2.58777778e+02 -1.67777778e+01
  4.00900000e+03  1.58798889e+04  2.08554444e+04  2.88201111e+04
  3.59876667e+04  4.46755556e+04  4.74156667e+04  4.77545556e+04
  4.34987778e+04  4.35094444e+04  4.76862222e+04  5.36686667e+04
  5.25386667e+04  5.42123333e+04  5.84523333e+04  5.73387778e+04
  5.61713333e+04  6.00553333e+04  6.31104444e+04]";2.9364580741184105;61588.46763152992;0.0;0.3529344151418267
43;44;0;(11.505555555555556, 265.6166666666667);0;72817.84615384616;"[ 1772.          1673.84615385  1757.92307692  1509.38461538
  1334.23076923  5517.84615385 10073.15384615  9736.23076923
 13922.07692308 15301.38461538 15306.61538462 13997.76923077
 13572.30769231 12200.46153846 16079.76923077 13477.69230769
 16902.         14945.92307692 16607.23076923 18229.15384615
 17883.76923077 18774.92307692 18664.38461538]";1.6975354935253493;15200.204992358771;0.0;0.35874589681259966
44;45;0;(11.651898734177216, 477.00632911392404);0;33074.0338983051;"[  965.84745763   949.71186441   935.59322034  1182.77966102
  1057.61016949  6095.13559322  6700.86440678  7385.06779661
  7563.15254237 12831.69491525 15182.28813559 13090.98305085
 12550.52542373 17813.81355932 14169.94915254 15689.42372881
 12902.30508475 18658.44067797 18192.76271186 16451.77966102
 17638.15254237 16975.20338983 13879.55932203]";2.3964630869267105;16206.677179648923;0.0;0.5975869148746011
45;46;0;(12.04102564102564, 526.9333333333333);0;135000.8;"[ 1599.08  1820.08  1782.64  2012.56  4532.32 21192.24 25242.8  32877.32
 33576.08 36856.28 37065.4  40064.28 41374.8  48040.88 47836.08 49558.08
 47541.   46127.2  48932.6  49535.52 48540.08 51647.4  52246.64]";2.0136370092095985;48289.31691022591;0.0;0.21493429183781262
46;47;0;(14.575581395348838, 376.88953488372096);0;78224.7142857143;"[ -613.35714286  -813.78571429  -383.5         -447.28571429
   673.          8975.35714286 16919.         18361.57142857
 14075.21428571 18152.64285714 22985.85714286 23435.57142857
 21075.35714286 26259.35714286 24800.14285714 22410.85714286
 26278.14285714 30293.5        29521.14285714 25393.85714286
 25172.07142857 24495.85714286 25816.57142857]";1.7852044543869987;27023.12065806008;0.0;0.3527901475611548
47;48;0;(14.124324324324323, 886.5729729729729);0;78085.63725490196;"[  937.57843137   984.02941176   869.45098039   746.18627451
   716.47058824  1946.71568627  4149.6372549  13185.97058824
 13018.81372549 11135.61764706 14614.57843137 12432.92156863
 16555.34313725 16252.83333333 20922.33333333 22207.48039216
 27013.12745098 23472.18627451 24053.41176471 26820.5
 30460.89215686 23750.99019608 23262.69607843]";5.092373094384072;31588.169932940276;0.0;1.7022866500920857
48;49;0;(15.516339869281046, 204.58823529411765);0;82257.89622641509;"[  491.68867925   570.41509434   492.72641509   219.62264151
  1163.9245283   6929.73584906  7493.79245283  8184.52830189
  6067.53773585 12542.48113208 17277.24528302 15722.22641509
 16178.51886792 16156.94339623 16393.78301887 18319.5754717
 24040.45283019 22745.53773585 23491.55660377 19124.28301887
 26330.45283019 23141.75471698 28293.33018868]";8.018177107885773;36671.01830434094;0.0;3.3844099451720395
49;50;0;(14.006711409395972, 803.0201342281879);0;97269.55555555555;"[ 1.14444444e+01 -3.06888889e+02  3.81111111e+02 -2.75777778e+02
  9.00555556e+02  5.91022222e+03  1.05918889e+04  7.23622222e+03
  1.06824444e+04  1.54427778e+04  2.12592222e+04  2.19333333e+04
  2.16210000e+04  2.04582222e+04  2.05301111e+04  2.26276667e+04
  2.35878889e+04  2.58113333e+04  2.45074444e+04  2.56358889e+04
  2.30080000e+04  2.58871111e+04  2.69786667e+04]";2.985470328232535;27342.32678914609;0.0;0.5382235475693309
50;51;0;(15.0, 927.3015873015873);0;67534.8764705882;"[ -306.47647059    43.76470588  -421.47058824   147.32941176
  -190.87647059  3041.14117647  4041.37647059  7139.84117647
 11548.48235294 10630.61176471 13456.64117647 12070.65882353
 16077.84705882 20830.21764706 22707.92352941 21309.32941176
 23253.82941176 28480.45294118 30919.5        31509.22941176
 29320.09411765 25472.81764706 27998.96470588]";7.537119404307334;44637.64004323874;0.0;2.6943306677382934
51;52;0;(16.91194968553459, 105.15094339622641);0;202389.125;"[1.53775000e+02 1.84762500e+02 1.01025000e+02 2.20250000e+01
 2.91166250e+03 1.42230375e+04 2.50791500e+04 4.45018625e+04
 4.83751625e+04 5.37584375e+04 5.57437875e+04 6.16631625e+04
 7.47149625e+04 6.93609250e+04 7.38201625e+04 7.87197250e+04
 6.57558500e+04 8.34705500e+04 7.51575375e+04 7.85341500e+04
 7.43861750e+04 7.19136500e+04 6.79801875e+04]";1.9812067697890277;77033.67273545262;0.0;0.24665502797672878
52;53;0;(16.0, 871.0);0;65524.016483516476;"[ -326.39010989   -57.35714286  -267.20879121   171.76923077
  2879.37912088  2353.67582418  8123.92857143 10155.32967033
  8741.78571429  9300.63736264 13274.55494505 12461.85164835
 17627.61538462 18990.24725275 16968.34065934 18340.00549451
 22887.97252747 21971.23626374 19641.87362637 21758.47252747
 24176.01648352 22303.41208791 23345.47802198]";6.045767913086903;30534.26015048688;0.0;1.5087945104315683
53;54;0;(16.0, 913.6984126984127);0;28042.461538461546;"[  24.42307692  222.03846154  -48.03846154  -22.96153846  241.09615385
 2537.09615385 1809.30769231 1413.80769231 4509.28846154 5430.09615385
 5681.69230769 4587.38461538 6572.36538462 5852.69230769 6123.98076923
 6326.76923077 6768.01923077 7328.23076923 6957.94230769 6949.73076923
 6895.44230769 6887.98076923 7694.5       ]";2.9232976408880265;7607.287169522944;0.0;0.6594775582104964
54;55;0;(17.0, 229.0);0;127698.93229166666;"[ 8.57291667e+00 -2.16369792e+02 -1.31156250e+02 -2.60734375e+02
  3.79042708e+03  1.56549635e+04  2.46885990e+04  3.53912396e+04
  3.46486146e+04  3.81183490e+04  3.99287396e+04  4.25558333e+04
  4.25053021e+04  3.28866302e+04  3.35209375e+04  3.48018229e+04
  3.87649271e+04  4.07893542e+04  3.55713281e+04  4.04853594e+04
  4.85390312e+04  5.47299167e+04  4.82813229e+04]";2.622602976760108;3733417.842729741;0.0;inf
55;56;0;(16.10828025477707, 389.5796178343949);0;155144.6666666667;"[ 1.10666667e+02 -9.71666667e+01 -5.00000000e+01 -7.20333333e+02
  2.83416667e+03  2.33271667e+04  3.73718333e+04  3.53280000e+04
  4.09605000e+04  5.20288333e+04  5.65316667e+04  4.85891667e+04
  5.57435000e+04  5.45825000e+04  5.47153333e+04  5.26268333e+04
  5.28090000e+04  6.36520000e+04  5.98041667e+04  5.96915000e+04
  5.99503333e+04  6.26563333e+04  6.46978333e+04]";1.9151547448708244;60948.18255019041;0.0;0.23331359965543824
56;57;0;(17.342391304347824, 415.3423913043478);0;32140.578947368424;"[  194.73684211   -41.26315789   162.21052632  -128.26315789
   178.36842105  1798.94736842  4324.89473684  5790.31578947
  7277.52631579  5931.10526316  7092.42105263 12193.94736842
 14695.73684211 11904.42105263  9912.36842105 12764.31578947
 11884.21052632 10675.36842105  9004.26315789 12305.47368421
  9676.26315789  5251.10526316  7369.57894737]";1.4620981223213403;10421.671598499304;0.0;0.5656213969360517
57;58;0;(17.3015873015873, 850.0);0;886439.0;"[2.4900000e+02 4.3600000e+02 3.6275000e+02 1.4100000e+02 1.7711000e+04
 6.5175500e+04 1.1506100e+05 1.5804450e+05 1.6049950e+05 1.7912325e+05
 1.9105400e+05 2.1585725e+05 2.3335250e+05 2.2461050e+05 2.5489275e+05
 2.5122325e+05 2.6410675e+05 2.8249250e+05 3.0394275e+05 3.0692625e+05
 3.1671075e+05 3.1075225e+05 3.0585800e+05]";4.106042418413437;347622.9771150661;0.0;0.4096596256070979
58;59;0;(18.0, 164.0);0;45006.62666666666;"[  -88.58666667   160.2           75.61333333   -61.28
   192.58666667  1601.32       11340.56       15545.81333333
 14808.33333333 16504.64       15320.10666667 13309.17333333
 15204.18666667 15467.41333333 17044.28       15691.8
 12538.66666667 14305.36       14043.18666667 13694.68
 17490.22666667 15821.56       16203.08      ]";0.8210267949472874;15407.79591484351;0.0;0.1789869154392947
59;60;0;(19.005988023952096, 452.79640718562877);0;68537.48717948717;"[  259.16025641   247.87820513   288.87820513   247.32692308
   344.51282051   506.          1032.          3614.92307692
  4042.26923077  5085.79487179  7023.16666667  8449.12820513
  8836.67307692 10688.49358974 14437.26923077 12668.48076923
 13271.48076923 11384.5        14265.37820513 12252.66025641
 11898.65384615 12332.16666667 15845.1474359 ]";3.0031019636926675;14712.090554947063;0.0;0.7393047237126521
