;Particle;Position;Coordinates;Saturated;Intensity;Fluorescence time series;Fluorescence rate;Fluorescence increase;Saturated rate;Fluorescence rate err
23;24;0;(8.523809523809524, 737.1845238095239);0;109438.60000000002;"[ 1274.6  1099.2  1197.8  1707.6 32228.  38788.8 46742.2 46740.2 46546.6
 50659.6 42279.8 40475.2 39546.6 47791.6 49174.8 45911.2 55227.2 57131.2
 58106.8 52093.4 50470.6 52270. ]";0.5647232688800373;47948.28874139323;0.0;0.1343857565424034
24;25;0;(9.0, 107.0);0;25830.695906432746;"[  732.66666667   870.02339181  1037.28654971   881.06432749
 13645.32748538 24067.20467836 18224.60233918 23660.67836257
 21164.05847953 23602.31578947 23257.93567251 26536.19298246
 26621.14035088 14580.29824561 18847.         15026.39181287
 21155.52046784 23409.97660819 21576.2748538  19457.45614035
 17506.83040936 22777.84795322]";0.3849785970100054;20405.310687730103;0.0;0.17099892712523068
25;26;0;(8.8860103626943, 722.9844559585492);0;33636.652777777774;"[ 5531.01388889  5435.84722222  5578.70833333  6870.80555556
 15225.94444444 12390.90277778 15994.98611111 16598.29166667
 18034.13888889 23978.84722222 23663.         28347.79166667
 25467.26388889 22852.38888889 25195.27777778 26584.40277778
 22390.63888889 17273.36111111 20255.20833333 23432.88888889
 19159.01388889 20424.75      ]";1.3402117523170167;17379.350343640945;0.0;0.5008603813205373
26;27;0;(10.0, 54.0);0;56823.53881278539;"[  857.53881279  1135.18721461   869.60273973  1194.0456621
 12541.1369863  17029.3652968  17121.48401826 22991.87671233
 28242.543379   30979.96347032 27747.09589041 28084.94520548
 25351.61643836 28158.12785388 32716.59360731 24208.80365297
 27654.7716895  26457.65296804 24024.92694064 25071.65296804
 28715.03652968 29641.78082192]";1.0491129390303018;26839.497476241777;0.0;0.19927862612981337
27;28;0;(10.190751445086706, 543.6763005780347);0;30822.492537313432;"[ 5196.19402985  5458.05970149  5352.2238806   5960.73134328
 17625.85074627 17774.53731343 17464.3880597  16076.41791045
 20433.3880597  20209.67164179 21137.08955224 19050.79104478
 28195.64179104 22005.88059701 21246.65671642 29223.55223881
 16408.49253731 16603.01492537 24443.52238806 27474.20895522
 17252.64179104 23899.71641791]";1.0570905979985141;16749.68208782485;0.0;0.5584726604538467
28;29;0;(9.65925925925926, 565.4592592592593);0;14799.499999999995;"[  261.5   288.   1190.5   308.5  9921.    585.5  1048.5  2403.   9661.
  8471.5  5386.5  9987.   1232.5  8169.5  1283.5  1351.  10718.   5466.
  9053.5  2189.5  8366.5  9358. ]";2.3080373872466593;6358.135397089777;0.0;2.665728566132871
29;30;0;(9.494047619047619, 586.2916666666666);0;44280.0;"[12330.84615385 12575.38461538 12585.07692308 14167.38461538
 27115.84615385 28999.38461538 30091.61538462 35281.84615385
 42637.38461538 41887.07692308 40356.53846154 45426.15384615
 44414.61538462 45522.76923077 43015.15384615 45557.
 42246.76923077 45441.84615385 41252.07692308 46064.07692308
 43255.15384615 43130.92307692]";1.4322653313189242;32017.254516715693;0.0;0.1992781142994918
30;31;0;(9.848648648648648, 758.0864864864865);0;22954.29787234043;"[ 4726.17021277  4395.0106383   4538.11702128  5304.4787234
 10207.0212766  10442.4893617  17039.5        21590.92553191
 12995.71276596 20984.29787234 24780.13829787 20629.57446809
 23081.89361702 14973.76595745 19884.35106383 19582.44680851
 24131.15957447 20476.80851064 18858.81914894 19604.18085106
 20097.23404255 17860.63829787]";1.1344652084534514;15803.922431328547;0.0;0.39770012952469946
31;32;0;(11.0, 86.04081632653062);0;220317.43999999997;"[   445.72    656.12    845.28    774.88  52386.36  92735.64 110018.84
 123474.52 114920.24 108477.04 104190.64 101933.08 103720.64 123403.92
 109798.52 115847.32 116275.64 119255.68 109791.68 108101.8  107200.72
 107570.04]";0.5951370405894915;111518.99589811379;0.0;0.08286139912791629
32;33;0;(9.385135135135135, 529.277027027027);0;12569.45070422535;"[ 5068.98591549  4852.84507042  4592.49295775  5486.6056338
 10007.63380282 11121.50704225 12940.15492958 13760.
 13983.63380282 14400.23943662 16201.21126761 16248.98591549
 14450.63380282 14500.57746479 17626.54929577 17131.49295775
 15861.94366197 19266.94366197 14920.12676056 11387.71830986
 15128.50704225 11442.29577465]";1.0258683874848824;10476.408133285146;0.0;0.37631607486934576
33;34;0;(12.0, 203.0);0;26205.817204301078;"[  889.27956989   966.39784946   692.47311828  1003.40860215
  3330.7311828   4597.96774194  6382.64516129  6403.62365591
  6992.10752688  6129.4516129   6968.87096774  3991.64516129
  5720.11827957  4365.97849462 10495.12903226  9939.67741935
  5783.56989247  6131.19354839  9170.27956989  2810.40860215
  5332.11827957  9739.46236559]";0.8681670130043037;5919.385089339972;0.0;0.597807341608927
34;35;0;(12.0, 845.0);0;115772.26859504131;"[ 3438.8677686   3319.78099174  3802.87603306  4476.62396694
 23939.45454545 48281.66115702 56192.00413223 56414.80165289
 58228.09504132 59708.58677686 61958.62396694 61496.87190083
 62595.6322314  69743.95041322 63239.48347107 63590.19834711
 64867.2768595  66493.38429752 73974.39256198 66058.31818182
 56558.53719008 57803.47520661]";0.8989621469386736;60612.77611433161;0.0;0.1221763212567898
35;36;0;(11.968911917098445, 876.1502590673575);0;28634.30729166667;"[ 6519.921875    6834.47916667  6952.11979167  7792.48958333
 14257.84375    16393.72395833 20762.46354167 23227.01041667
 23421.77604167 21018.38020833 21810.109375   19288.984375
 23599.86458333 21477.46354167 24666.36458333 24557.59375
 25588.99479167 23611.22395833 21643.94270833 21937.40104167
 25140.55729167 28584.11458333]";1.0737342335959172;16973.716482211315;0.0;0.26219823369272466
36;37;0;(12.0, 893.0);0;39692.60162601626;"[ 5979.48780488  6297.81300813  6536.39837398  7475.79674797
 16019.12195122 21471.93495935 22349.45528455 23789.79674797
 23544.4796748  24772.46341463 27529.50406504 29640.30894309
 28304.5203252  34681.30894309 29853.40650407 29831.33333333
 31961.69918699 30132.1300813  33854.80487805 31418.5203252
 29651.34146341 27858.46341463]";1.6883282369348862;24760.45432004599;0.0;0.29935261354681164
37;38;0;(13.0, 34.0);0;74298.31736526944;"[  182.04790419   495.98802395   351.34730539  1525.64071856
 18567.82035928 35718.23353293 40625.79640719 46646.07185629
 39723.67664671 49836.52095808 34004.14371257 38210.67065868
 33942.83233533 31705.39520958 36742.63473054 37171.30538922
 36221.36526946 39745.11377246 36785.18562874 26652.05389222
 38140.01197605 36802.80239521]";0.4821286001338673;37391.02253473362;0.0;0.16154725699223368
38;39;0;(14.296296296296296, 283.95767195767195);0;20247.523560209425;"[-5.82565445e+01 -4.90052356e+01 -9.35602094e+00  8.14869110e+01
 -1.52304712e+03  1.98186911e+03  2.26456545e+03  4.72030366e+03
  9.14519895e+03  4.32354974e+03  4.32132984e+03  3.69346073e+03
  6.04352356e+03  2.58938220e+03  4.86335602e+03  4.44158639e+03
  3.77313089e+03  3.11956545e+03  2.52885340e+03  9.96845026e+03
  2.89572775e+03  4.77344503e+03]";0.5451195787691787;4705.448111001461;0.0;0.3844771064396731
39;40;0;(14.025773195876289, 861.8865979381443);0;124034.98823529412;"[ 2830.69411765  2080.75294118  2635.45882353  2909.41176471
 43421.81176471 55453.71764706 63873.64705882 64245.01176471
 68777.94117647 66648.62352941 60681.07058824 55967.04705882
 71335.01176471 75848.38823529 62415.08235294 64768.31764706
 57980.98823529 72725.08235294 68409.04705882 61524.35294118
 64537.78823529 59182.83529412]";0.48298252484340626;62598.0262320478;0.0;0.09292558698636322
40;41;0;(14.98469387755102, 616.0357142857143);0;22114.020833333332;"[   76.75         -88.83333333   -35.58333333   103.1875
  7214.29166667  8817.875       8604.83333333  5880.33333333
  9121.3125      8169.3125      9254.02083333  -152.35416667
  4010.39583333 10755.47916667 11250.77083333  8793.35416667
  8621.14583333  9449.47916667 11249.41666667  9711.8125
 15547.25       10263.45833333]";0.29147765440279466;8819.73129488089;0.0;0.3384141166071572
41;42;0;(14.959183673469388, 642.0);0;92059.27741935484;"[  219.8516129    231.41935484   222.81935484  2796.35483871
 20479.6516129  33651.31612903 49358.56774194 56408.76774194
 52548.4        57735.98709677 50841.41290323 51429.8516129
 53836.14193548 57696.33548387 51426.16129032 49037.01290323
 62136.16129032 55645.15483871 61950.3483871  54211.23225806
 43165.82580645 55908.37419355]";1.2820250164152849;55548.7223608806;0.0;0.23853302846889873
42;43;0;(15.838541666666666, 401.1041666666667);0;21685.58823529412;"[  172.11764706   310.17647059   481.52941176   285.64705882
  5794.82352941  4165.11764706  9101.82352941  3496.29411765
  6319.41176471  7175.82352941  4407.17647059  9576.29411765
  9667.05882353  5918.70588235  8520.64705882 10761.76470588
  5702.23529412 10064.11764706 11486.76470588  8666.17647059
 14865.          2698.35294118]";2.362744071590829;8974.175131006199;0.0;1.5969165867748383
43;44;0;(16.077319587628867, 417.05670103092785);0;173229.51136363638;"[  186.47727273   185.51136364  -196.55681818  -406.13636364
 46810.03409091 66469.01136364 74980.64772727 87026.59090909
 91266.48863636 84867.45454545 90649.56818182 85710.36363636
 90540.23863636 87319.29545455 81583.03409091 78524.76136364
 79198.11363636 72739.38636364 77431.92045455 68788.85227273
 75478.30681818 76400.69318182]";0.548729525188119;81734.08740740338;0.0;0.09613028207608748
44;45;0;(16.0, 954.0);0;24256.32142857142;"[  -55.4702381    -88.16071429  -177.47619048  -237.19642857
 13908.92261905  8099.49404762 10590.18452381 11787.33333333
  8852.17261905  6697.69642857 13923.64285714 14457.55952381
  6870.2797619  10758.0297619  10160.04166667 10591.20238095
 11974.93452381  2671.77380952  3603.39880952  9585.67261905
  7859.48809524  8273.31547619]";0.019948957935039268;9588.432539689573;0.0;inf
45;46;0;(16.17610062893082, 145.88050314465409);0;12506.0;"[ -265.  -207.   292. -1382. -2536. -1773.   255.   772.  4780.  3266.
  8770.  1010.  3714.  7261. -2266.  5328. -1965.  3787.  5625.  6766.
  5735. -1233.]";0.023380588767910382;4415.000134334778;0.0;102214820.12719946
46;47;0;(16.968911917098445, 470.1502590673575);0;13509.259259259263;"[ -357.59259259   -42.9537037   -638.2962963   -279.94444444
  -188.33333333  1454.35185185  6217.5462963  -1985.98148148
 -3288.63888889 -1758.40740741  6756.80555556 -1991.83333333
 -3766.41666667  1591.14814815 -7179.66666667 -2679.50925926
  3785.85185185 -1900.5         5029.55555556  2015.71296296
  1387.9537037   3226.52777778]";0.6798171533549116;694.321706174043;0.0;7.581723907690979
47;48;0;(16.006134969325153, 674.8282208588957);0;21136.373831775694;"[  294.30841121   163.69158879   220.4953271   -218.97196262
 -1110.42056075  -518.27102804  4230.44859813  4388.13084112
  7040.69158879  4230.30841121  1968.54205607  -196.90654206
  7116.8411215   2993.28971963   451.04672897  5414.14018692
  6246.12149533  8229.11214953  2408.61682243  6041.54205607
  6064.58878505  7303.98130841]";2.421812455472129;5169.021238058096;0.0;5.281916837775052
48;49;0;(17.11340206185567, 918.0257731958762);0;20240.371794871793;"[  192.26923077  -120.05128205   437.84615385  -106.55128205
  7546.26923077  5129.16666667  4884.01282051  5078.43589744
  3975.98717949  4042.37179487 -2547.23076923  6376.20512821
  8822.74358974  3829.43589744  5570.14102564  3937.33333333
  3800.14102564  1922.23076923 -1352.53846154  4097.66666667
 -1061.20512821  2432.8974359 ]";0.3791709195482378;3546.0524573753846;0.0;0.8514934705526779
49;50;0;(16.936708860759495, 19.873417721518987);0;38268.952380952396;"[  178.42857143   701.66666667   434.57142857  2173.14285714
 21161.         24813.66666667 26628.04761905 30380.19047619
 29697.04761905 27674.61904762 27203.33333333 26623.0952381
 25903.71428571 35519.47619048 35140.47619048 30864.28571429
 27385.0952381  26378.14285714 30130.66666667 28511.52380952
 25520.19047619 33753.33333333]";0.47345699897429155;28862.03364134527;0.0;0.124225631479475
50;51;0;(18.736842105263158, 441.5672514619883);0;1567.0982142857174;"[ -517.78571429  -204.89285714  -133.38392857  -264.84821429
   690.94642857  2623.05357143  6662.58035714  1432.98214286
 -1249.60714286  3686.19642857  2561.625        215.78571429
 -5457.42857143  -840.53571429  4675.96428571   274.89285714
  4142.82142857  1770.60714286  3633.83035714   503.58035714
  2689.66964286  6682.5       ]";2.313322308063468;3019.922085800845;0.0;8.858737604294138
51;52;0;(19.08695652173913, 524.536231884058);0;7018.137931034485;"[ 4.96551724e+00  1.87275862e+02  2.64793103e+02  8.61379310e+01
  1.96455172e+03  2.36593103e+03  5.59517241e+02  1.20068966e+03
 -2.25620690e+02  1.23917241e+03  5.18586207e+02 -2.11948276e+03
 -4.78896552e+02 -1.28017241e+03  3.82724138e+02  1.24627586e+03
 -1.15979310e+03  5.38562069e+03  3.62662069e+03  1.94941379e+03
  3.64565517e+03  3.31841379e+03]";53759.09333822473;14537400.502844242;0.0;607881344.6443577
52;53;0;(18.666666666666668, 559.5);0;4357.757894736844;"[   81.61052632   339.70526316   293.48421053  -606.77894737
 -1896.2        -1686.          5083.86315789 -2293.6
  8578.32631579  4834.38947368  8342.83157895  -155.30526316
  1303.58947368  4397.67368421  1768.05263158 -2731.46315789
  5770.66315789  3688.77894737  6064.6         6494.33684211
  1433.6         5237.71578947]";9.489128538828554;8851.228771354983;0.0;148.5627808975009
53;54;0;(18.0, 777.0);0;3764.5213675213668;"[ -245.72649573  -252.06837607  -256.98290598  -474.91452991
  4736.2991453   2644.73504274    68.97435897 -1249.12820513
  7460.47863248    58.25641026  4467.52991453  8319.17948718
  1435.99145299  9385.76923077  5971.11965812  7786.63247863
    49.87179487  3452.94871795  7139.97435897  5221.82905983
  4802.22222222  7544.95726496]";0.22119633717800746;4138.69644626617;0.0;0.524937720723866
54;55;0;(18.35625, 244.8625);0;230268.07692307694;"[-2.51769231e+02 -7.18461538e+01 -4.77692308e+01  2.11000000e+02
  5.92448462e+04  9.15212308e+04  9.21805385e+04  8.91403846e+04
  9.37178462e+04  1.04209231e+05  1.07793692e+05  1.07074077e+05
  1.02739077e+05  1.07495615e+05  1.00869000e+05  9.94540000e+04
  1.02957769e+05  1.05165077e+05  9.94979231e+04  9.48122308e+04
  1.00481154e+05  8.88830769e+04]";0.5402396529658456;100860.39498890127;0.0;0.06640540566261653
55;56;0;(18.847826086956523, 333.41847826086956);0;12044.839999999998;"[  -58.92        -111.66666667  -113.44        -188.92
  1537.56        -643.45333333 -1320.90666667  6992.89333333
  2676.56        1384.32       -1262.84        -400.53333333
   631.82666667  3660.09333333  5951.37333333  3701.70666667
  6913.89333333   186.42666667  6096.98666667  8467.41333333
  4097.04        3042.64      ]";-223.76151800875598;-127259.56719448764;0.0;13544.572372987925
56;57;0;(19.277173913043477, 456.1304347826087);0;11328.146666666664;"[ -264.32         -89.89333333  -542.14666667   -62.84
  2589.96        6252.26666667  6215.12        -259.4
  4919.21333333  4306.76       10712.88        7352.90666667
 10339.09333333  7874.66666667  8340.46666667  8290.34666667
  4481.06666667  5962.26666667   387.56       12855.98666667
  7375.52        2892.08      ]";1.254118033465128;7175.702591795044;0.0;1.167881999134293
57;58;0;(19.593406593406595, 490.7142857142857);0;5621.727272727277;"[ 1.30818182e+02  3.98363636e+02  4.48454545e+02  3.72727273e+00
 -2.81090909e+02  1.15872727e+03  1.10636364e+02 -3.03545455e+02
 -5.11945455e+03  1.50000000e+02  2.82390909e+03  2.61781818e+03
  1.06554545e+03  3.23254545e+03  4.98181818e+01  1.06045455e+03
 -6.86363636e+02  3.48263636e+03  8.47563636e+03  2.96327273e+03
  6.30700000e+03  1.80909091e+01]";17.680465377208712;12525.373957219723;0.0;186.33899380403926
58;59;0;(19.4, 993.1666666666666);0;19536.0;"[  186.   526.   541.   739. 18060. 17185. 20494. 18619. 26318. 25116.
 17767. 18063. 17833. 19028. 22046. 20428. 16124. 23224. 13915. 18079.
 19143. 17176.]";0.21325058489175927;19059.31123428228;0.0;0.1562760765877615
59;60;0;(21.296296296296298, 68.95767195767196);0;181452.9043478261;"[-2.41191304e+02 -1.52295652e+02  4.20956522e+01  2.03637391e+03
  3.19323652e+04  5.55860087e+04  6.39702609e+04  7.84299304e+04
  7.31112783e+04  7.59790609e+04  7.05003130e+04  7.55730435e+04
  9.12415739e+04  8.66101217e+04  8.33611826e+04  8.04408087e+04
  7.94360174e+04  7.90963304e+04  8.98889826e+04  8.67719217e+04
  8.11289826e+04  7.99845304e+04]";1.4586270307285538;84612.28424394417;0.0;0.19712157410772663
60;61;0;(21.70731707317073, 536.7073170731708);0;4036.313725490194;"[  213.90196078  -219.84313725   -95.8627451   -370.56862745
 -4583.07843137 -3194.84313725 -2800.88235294 -2175.50980392
  -398.39215686 -4087.98039216  3504.15686275  1464.92156863
  2057.2745098   4116.80392157 -2880.58823529 -1067.56862745
 -5480.1372549   4307.21568627  -166.82352941 -4454.37254902
 -5812.21568627   418.92156863]";33.40380224510182;33572.53492478075;0.0;3.11869890657907e+18
61;62;0;(21.627906976744185, 588.8430232558139);0;-444.7777777777769;"[  -106.77777778    156.77777778    257.55555556   -342.55555556
   2472.88888889    312.33333333  -2266.22222222   5560.11111111
    867.55555556  -1250.          -3332.11111111   2477.22222222
   5577.55555556   6118.77777778  -8211.          -4677.11111111
   1201.          -6459.55555556  -2436.66666667  -9794.66666667
 -18634.66666667 -15321.22222222]";36512.50089015256;-195448620.7540946;0.0;132025318.81751621
62;63;0;(21.314917127071823, 602.3149171270718);0;3716.1621621621666;"[ -292.18918919   113.86486486  -476.45945946  -537.67567568
 -1319.45945946 -8544.02702703  -872.21621622 -2917.32432432
 -1093.94594595  -531.83783784 -7377.64864865   728.24324324
  3649.40540541 -1568.08108108 -2139.75675676  2161.75675676
  3868.64864865  2633.97297297  4992.43243243  6912.16216216
    75.97297297  5183.75675676]";-1087.2713629713999;-11104860.13360732;0.0;3.069025096746655e+18
